Class,Data,text
-1,chưa có cách khắc phục nhé mang đem đi bảo hành rồi mà vẫn bị chả hiểu sao logitech kêu xài bt ..... thôi về cắm cái cục kia vô xài luôn cho lành. đồ rẻ rẻ thì ok đụng vô đát tí thì bị tè le,chua co cach khac phuc nhe mang dem di bao hanh roi ma van bi cha hieu sao logitech keu xai binh thuong thoi ve cam cai cuc kia vo xai luon cho lanh do re thi duoc dung vo dat ti thi bi te le
-1,"Sao mình dùng nó lag vãi linh hồn luôn, chán thật 1tr8 bluetooth mà giờ đang dùng usb reciver. Mình dùng mac pro 2015 13 ich, có cách nào khắc phục không chứ bỏ tiền ra mua còn này để dùng bluetooth mà giờ xót quá",sao minh dung no lag vai linh hon luon chan that 1 tr8 bluetooth ma gio dang dung usb reciver minh dung mac pro 2015 13 ich co cach nao khac phuc khong chu bo tien ra mua con nay de dung bluetooth ma gio xot qua
-1,"Khuyên các bác không nên mua chuột bluetooth, xài chán vãi, em cũng đang dùng con này nhưng không bao giờ dùng chức năng bluethooth cả, lag lắm, xài mấy con bluethooth kể cả magic mouse, chưa con nào ra hồn, đến giờ này em vẫn không hiểu nổi tại sao chuột bluetooth lại bèo vậy, vì về kỹ thuật mà nói, băng thông dư sức để làm chuyện đơn giản này, ngay cả nhạc nhẽo còn truyền ngon ơ cơ mà.",khuyen cac bac khong nen mua chuot bluetooth xai chan vai em cung dang dung con nay nhung khong bao gio dung chuc nang bluethooth ca lag lam xai may con bluethooth ke ca magic mouse chua con nao ra hon den gio nay em van khong hieu noi tai sao chuot bluetooth lai beo vay vi ve ky thuat ma noi bang thong du suc de lam chuyen don gian nay ngay ca nhac nheo con truyen ngon o co ma
-1,"Đã dùng thử em nó, cảm giác không được hoàn thiện lắm, nói chung là next luôn",da dung thu em no cam giac khong duoc hoan thien lam noi chung la next luon
-1,"đúng rồi, như apple có làm ra đc cái gì đâu, con A9 apple còn chôm của hội nghiên cứu sinh đại học wicousin.",dung roi nhu apple co lam ra duoc cai gi dau con a9 apple con chom cua hoi nghien cuu sinh dai hoc wicousin
-1,Con này nó ko có cổng âm thanh muốn xuất ra chỉ có mỗi đường hdmi nhỉ . Cũng bất tiện ở khoản đó,con nay no khong co cong am thanh muon xuat ra chi co moi duong hdmi nhi cung bat tien o khoan do
-1,Kỷ niệm tuổi thơ tôi. Mỗi tội đắt quá éo có tiền mua.,ky niem tuoi tho toi moi toi dat qua eo co tien mua
-1,Ko thể cài thêm game mới là ko ổn rồi.,khong the cai them game moi la khong on roi
-1,Ko có triển vọng doanh số bán rồi,khong co trien vong doanh so ban roi
-1,"cho 1 cái cục 30 game với giá 60$ , không cài được game mới hoặc cắm băng cũ > hãng này tính troll fan của dòng này chắc :v . nếu đã sưu tầm thì họ mua cái máy đời cũ cho rồi ... dự là doanh số thảm hại cho xem",cho 1 cai cuc 30 game voi gia 60   khong cai duoc game moi hoac cam bang cu   hang nay tinh troll fan cua dong nay chac   v neu da suu tam thi ho mua cai may doi cu cho roi du la doanh so tham hai cho xem
-1,"Mới không ra mới , cũ không ra cũ , dở dở ương ương chẳng cảm nhận được gì từ sản phẩm này",moi khong ra moi cu khong ra cu do uong chang cam nhan duoc gi tu san pham nay
-1,"đã nói sưu tầm thì ng ta sưu tầm cái máy cổ lỗ sĩ kia chứ chả ai dở hơi đi mua máy này. mới chả ra mới, cũ chả ra cũ. tính ra thì thằng nintendo vụ này hút máu ng dùng còn gì.",da noi suu tam thi nguoi ta suu tam cai may co lo si kia chu cha ai do hoi di mua may nay moi cha ra moi cu cha ra cu tinh ra thi thang nintendo vu nay hut mau nguoi dung con gi
-1,"không cài thêm được game, không cắm được băng...thế thì mua làm gì nhỉ, trong khi máy cũ vẫn có ng bán . hàng tầu thì tràn lan. giả lập thì luôn sẵn sàng.",khong cai them duoc game khong cam duoc bang the thi mua lam gi nhi trong khi may cu van co nguoi ban hang tau thi tran lan gia lap thi luon san sang
-1,Quá đắt cho 1 cuộc tình. Cái màn hình chỉ đáng 200$. Nếu bỏ thêm tới 300$ thì tôi kì vọng phải có pin đủ xài 5 tiếng.,qua dat cho 1 cuoc tinh cai man hinh chi dang 200   neu bo them toi 300   thi toi ki vong phai co pin du xai 5 tieng
-1,"Bản chất 2 vấn đề này là khác nhau. Apple thiết kế sản phẩm để ai cũng dùng được, còn Microsoft thiết kế sản phẩm để không ai thèm dùng.",ban chat 2 van de nay la khac nhau apple thiet ke san pham de ai cung dung duoc con microsoft thiet ke san pham de khong ai them dung
-1,"Xbox thì thích mỗi cái gamepad của nó, còn lại vứt =)) Everything I do, I do on my PC",xbox thi thich moi cai gamepad cua no con lai vut vui everything i do i do on my pc
-1,"Thanks bạn vì bài chia sẻ hay, tiếc là 90% số đó ko ứng dụng ở cái vùng trũng công nghệ của TG. Mình là người đã có lần hỏi bạn về cách ứng dụng aw trong cuộc sống để xem có nên mua hay ko. Câu trả lời đến giờ vẫn là Không. Chờ đợi sự đồng bộ hạ tầng (bank, thanh toán trực tuyến...) hoặc chờ đợi những chức năng hợp lý cho ng Việt (camera, sim rời, pin lâu...). Tks anyway",thanks ban vi bai chia se hay tiec la 90   so do khong ung dung o cai vung trung cong nghe cua tg minh la nguoi da co lan hoi ban ve cach ung dung aw trong cuoc song de xem co nen mua hay khong cau tra loi den gio van la khong cho doi su dong bo ha tang bank thanh toan truc tuyen hoac cho doi nhung chuc nang hop ly cho nguoi viet camera sim roi pin lau thanks anyway
-1,toàn ba cái ứng dung mang từ đt sang thì mua thêm cái này làm khỉ gì,toan ba cai ung dung mang tu dien thoai sang thi mua them cai nay lam khi gi
-1,"vẫn không hiểu nhiều người cứ thích sw phải có sim rời để làm gì, đưa đồng hồ lên miệng là đã thấy dị rồi, chẳng thà mua cái đt cùi bắp 2 sim 2 sóng kiêm tai nghe bluetooth luôn có phải ngon không",van khong hieu nhieu nguoi cu thich sw phai co sim roi de lam gi dua dong ho len mieng la da thay di roi chang tha mua cai dien thoai cui bap 2 sim 2 song kiem tai nghe bluetooth luon co phai ngon khong
-1,"Bỏ ra 8-10tr để mua một sản phẩm có thể hữu ích hoặc không hữu ích. Dày gấp 3 lần, pin kém 2000 lần, giá gấp 2 lần đồng hồ bình thường.",bo ra 8   10 tr de mua mot san pham co the huu ich hoac khong huu ich day gap 3 lan pin kem 2000 lan gia gap 2 lan dong ho binh thuong
-1,"Thật tiếc là đa số những ứng dụng trên đều không sử dụng được hoặc chưa thật sự hiểu quả tại Việt Nam cơ bản thì mình cũng có cùng quan điểm với bác chủ topic về khái niệm sử dụng smartwatch vào thời điểm hiện tại.Trung bình 300-400$ là 1 khoản tiền k nhỏ,kiếm 300-400$ tại Việt Nam cũng k phải đơn giản nhưng việc 1 người bỏ ra 300-400$ để thoả mãn đam mê của mình thì ngay cả ở Việt Nam cũng đâu phải cái j đó quá khủng khiếp.Mình thấy lạ là có rất nhiều người vào comment cái kiểu ""chả để làm j"", ""nâng bi"", ""phí tiền"",...Mình k nói bạn có tiền để mua hay k,nhưng đơn giản là bạn vào đọc,k thk bạn có thể đi ra và tìm 1 topic khác đúng sở thk của bạn.Bạn k cần phải thở ra những câu chả liên quan kiểu như vậy để người khác k mua giống mình cho đỡ cảm thấy lạc lõng vs xu hướng của thế giới",that tiec la da so nhung ung dung tren deu khong su dung duoc hoac chua that su hieu qua tai viet nam co ban thi minh cung co cung quan diem voi bac chu topic ve khai niem su dung smartwatch vao thoi diem hien tai trung binh 300   400   la 1 khoan tien khong nho kiem 300   400   tai viet nam cung khong phai don gian nhung viec 1 nguoi bo ra 300   400   de thoa man dam me cua minh thi ngay ca o viet nam cung dau phai cai gi do qua khung khiep minh thay la la co rat nhieu nguoi vao comment cai kieu cha de lam gi  nang bi  phi tien minh khong noi ban co tien de mua hay khong nhung don gian la ban vao doc khong thich ban co the di ra va tim 1 topic khac dung so thich cua ban ban khong can phai tho ra nhung cau cha lien quan kieu nhu vay de nguoi khac khong mua giong minh cho do cam thay lac long voi xu huong cua the gioi
-1,"bạn này nói là quên tiền mặt vs thẻ thì có apple pay trên AW để dùng, nói thật là có cái này iPhone nó cũng có, mà nhiều khi quên đeo đồng hồ hơn là quên mang ví hay là điện thoại, nhất là đối vs 1 cái đồng hồ phải sạc mỗi ngày như cái này, nói chung mình thấy cũng ko thiết thực lắm, nếu dư giả thì có thể mua để trải nghiệm, chứ còn bảo để dùng như 1 phần mở rộng thì cũng đúng cũng ko, ko vì nó chưa tương xứng vs cái giá của nó, vì bỏ ra số tiền bằng hoặc hơn 1 cái iPhone chỉ để mở rộng 1 số tính năng là chưa thuyết phục. Cá nhân mình cũng dùng dc 2 tuần nhưng thật sự đôi lúc mình thấy lấy đt ra nó vẫn tiện lợi hơn rất nhiều, ko bay nhiều như chủ thớt để xài cái boarding pass trên AW, cũng tạm thời chưa xài dc Apple Pay vì Canada chưa hỗ trợ, Uber khi nào nhậu say lắm quên hết đường về mới gọi chứ cũng ko thường xuyên, tập thể dục thì ít mà cũng chả theo dõi mấy cái thông tin đấy nhiều. Mình tự nhận là heavy user nên thấy pin cũng hơi chán. Cái thường xuyên nhất mình dùng chắc là Starbucks Card",ban nay noi la quen tien mat voi the thi co apple pay tren aw de dung noi that la co cai nay iphone no cung co ma nhieu khi quen deo dong ho hon la quen mang vi hay la dien thoai nhat la doi voi 1 cai dong ho phai sac moi ngay nhu cai nay noi chung minh thay cung khong thiet thuc lam neu du gia thi co the mua de trai nghiem chu con bao de dung nhu 1 phan mo rong thi cung dung cung khong khong vi no chua tuong xung voi cai gia cua no vi bo ra so tien bang hoac hon 1 cai iphone chi de mo rong 1 so tinh nang la chua thuyet phuc ca nhan minh cung dung duoc 2 tuan nhung that su doi luc minh thay lay dien thoai ra no van tien loi hon rat nhieu khong bay nhieu nhu chu thot de xai cai boarding pass tren aw cung tam thoi chua xai duoc apple pay vi canada chua ho tro uber khi nao nhau say lam quen het duong ve moi goi chu cung khong thuong xuyen tap the duc thi it ma cung cha theo doi may cai thong tin day nhieu minh tu nhan la heavy user nen thay pin cung hoi chan cai thuong xuyen nhat minh dung chac la starbucks card
-1,"trừ scan thanh toán ra thì những cái còn lại như vô dụng, dùng smp dễ chịu hơn, tự dưng mang thêm cục tức trên người",tru scan thanh toan ra thi nhung cai con lai nhu vo dung dung smp de chiu hon tu dung mang them cuc tuc tren nguoi
-1,"vụ này hơi chém gió. Pin của Apple watch chỉ được 1 ngày, thưởng là phải charge qua đêm thì sao ngủ dậy có đồng hồ trên tay được. Hoặc là chấp nhận ban ngày không xài để đeo ban đêm khi ngủ",vu nay hoi chem gio pin cua apple watch chi duoc 1 ngay thuong la phai charge qua dem thi sao ngu day co dong ho tren tay duoc hoac la chap nhan ban ngay khong xai de deo ban dem khi ngu
-1,"100% là cái này éo được ưa chuộng ở vn từ tính năng cho đến...mọi thứ. Tính năng thì chúng ta đã rõ, nó cũng như nhiều sw khác chỉ hỗ trợ tốt ở Mỹ vs một số nước tư bản giẫy chết khác. Về việc dùng, giang hồ dồn tiền mua cái 6 Plus, phần lớn đến đám đông để khoe. Dùng cái này thì khoe cái 6 plus, 6 s plus thế quái nào được? Không lẻ vừa nhìn đồng hồ vừa móc điện thoại nhìn???",100   la cai nay eo duoc ua chuong o viet nam tu tinh nang cho den moi thu tinh nang thi chung ta da ro no cung nhu nhieu sw khac chi ho tro tot o my voi mot so nuoc tu ban giay chet khac ve viec dung giang ho don tien mua cai 6 plus phan lon den dam dong de khoe dung cai nay thi khoe cai 6 plus 6 s plus the quai nao duoc khong le vua nhin dong ho vua moc dien thoai nhin
-1,"giá tiền cao , tiện ích không quá nổi trội , Pin còn yếu . =>không đáng đồng tiền bát gạo . chờ nâng cấp thêm rồi tính tiếp .",gia tien cao tien ich khong qua noi troi pin con yeu   khong dang dong tien bat gao cho nang cap them roi tinh tiep
-1,"Thấy cái ứng dụng vào việc đọc báo của bạn này hơi bị gượng gạo và hài hước. Với cái màn hình bé tí của aw thì việc đọc bài báo 100 từ cũng đã mệt mỏi rồi. Đưa cái việc đọc báo ra là để cố gắng nói cái lợi ích của nó chứ thực tế mình mở đt đọc cho sướng mắt chứ đọc trên cái aw làm gì? Bản đồ cũng thế. Rất khó khăn để nhìn đc và nhìn các vùng. Phải thao tác trên phone trước rồi chuyển sang nhìn đồng hồ. Khá rắc rối, đc cái ko phải cầm phone coi thôi. Nói chung là bài viết không phù hợp ở Vietnam. Có khi tiếng anh của bạn này chưa đủ để chém trên trang nước ngoài nên viết tiếng việt ở đây nên dịch và chuyển qua bên Mẽo để đúng với mục đích",thay cai ung dung vao viec doc bao cua ban nay hoi bi guong gao va hai huoc voi cai man hinh be ti cua aw thi viec doc bai bao 100 tu cung da met moi roi dua cai viec doc bao ra la de co gang noi cai loi ich cua no chu thuc te minh mo dien thoai doc cho suong mat chu doc tren cai aw lam gi ban do cung the rat kho khan de nhin duoc va nhin cac vung phai thao tac tren phone truoc roi chuyen sang nhin dong ho kha rac roi duoc cai khong phai cam phone coi thoi noi chung la bai viet khong phu hop o vietnam co khi tieng anh cua ban nay chua du de chem tren trang nuoc ngoai nen viet tieng viet o day nen dich va chuyen qua ben meo de dung voi muc dich
-1,"uầy bác này nói trúng những suy nghĩ của em từ lúc cái AW nó xuất hiện =)) Thích nhất cái số 2 mà bác nói.. Chuẩn ko thể chỉnh. Đi tập gym ghét cứ phải nhét cái ip6+ trong túi. Để ở ngoài (kế bên) lúc tập thì sợ tập xong đứng lên lại quên cầm. Để trong locker thì lại sợ missed calls với dropped emails...... cái thứ 3 về vụ đồng bộ thì rõ ràng Bluetooth là cái thứ sóng yếu , lỗi đồng bộ và dễ bị cản sóng. mà càng cản thì càng hao pin để quét và giữ kết nối......",uay bac nay noi trung nhung suy nghi cua em tu luc cai aw no xuat hien vui thich nhat cai so 2 ma bac noi chuan khong the chinh di tap gym ghet cu phai nhet cai ip6   trong tui de o ngoai ke ben luc tap thi so tap xong dung len lai quen cam de trong locker thi lai so missed calls voi dropped emails cai thu 3 ve vu dong bo thi ro rang bluetooth la cai thu song yeu loi dong bo va de bi can song ma cang can thi cang hao pin de quet va giu ket noi
-1,Về Vn thì đúng nghĩa là 1 cái đồng hồ thật,ve viet nam thi dung nghia la 1 cai dong ho that
-1,"Uh. Nếu coi tít báo rồi thấy cái nào hay thì mở ip ra coi. Nhưng nói chung mình cảm thấy sau 1 tg dùng thì sẽ chẳng coi tin trên aw đâu, mà chủ yếu nhận noti sms, email, time là chính. Ngay cả cái thời tiết hay nhịp tim cũng chẳng quan tâm mấy đâu. Sau này thời lượng pin với cả màn hình aw to lên nữa thì mới nhiều ứng dụng đc. Hiện tại mình thấy ko cần co dù mình sống ở úc. .",u neu coi tit bao roi thay cai nao hay thi mo iphone ra coi nhung noi chung minh cam thay sau 1 tg dung thi se chang coi tin tren aw dau ma chu yeu nhan noti sms email time la chinh ngay ca cai thoi tiet hay nhip tim cung chang quan tam may dau sau nay thoi luong pin voi ca man hinh aw to len nua thi moi nhieu ung dung duoc hien tai minh thay khong can co du minh song o uc
-1,"em dùng 1 tuần ở Mỹ mà thấy chán cái Aw luôn. ngoài chức năng đo nhịp tim đếm calo vs số bước chạy thì 90% là a có thể dùng trên đt với màn hình to hơn và thông tin chi tiết hơn. Aw chỉ có ích với 1 phần nhỏ những người có đặc thù công việc như anh Đắc chứ ko thể phổ cập như 1 chiếc đt được. Thế nên e thấy tương lai nó cũng cjir như smart watch của các hãng khác, giới thiệu hoành tráng rồi chìm dần thôi.",em dung 1 tuan o my ma thay chan cai aw luon ngoai chuc nang do nhip tim dem calo voi so buoc chay thi 90   la anh co the dung tren dien thoai voi man hinh to hon va thong tin chi tiet hon aw chi co ich voi 1 phan nho nhung nguoi co dac thu cong viec nhu anh dac chu khong the pho cap nhu 1 chiec dien thoai duoc the nen em thay tuong lai no cung cjir nhu smart watch cua cac hang khac gioi thieu hoanh trang roi chim dan thoi
-1,"Chủ yếu các chức năng hoa lá cành, show hàng là chính. Nhất là những app như trình diễn PPT bằng cái đồng hồ bé tí, pin yếu. Nhiều chức năng khác thì dùng luôn trên iphone hay ipad cho hiệu quả cao hơn, lại đỡ phải đeo thêm 1 thiết bị điện tử luôn blutooth phải bật.",chu yeu cac chuc nang hoa la canh show hang la chinh nhat la nhung app nhu trinh dien ppt bang cai dong ho be ti pin yeu nhieu chuc nang khac thi dung luon tren iphone hay ipad cho hieu qua cao hon lai do phai deo them 1 thiet bi dien tu luon blutooth phai bat
-1,Không thấy thuyết phục để mua AW,khong thay thuyet phuc de mua aw
-1,"èo, ở mỹ mà vẫn thường xuyên phai dành 6h bay đi bay lại để họp à. về Việt Nam sống đi bạn. với trình độ của bạn chắc chắn chả cần ra khỏi nhà, như ông sếp cũ của mình có thấy đến cty bao giờ. quên, chưa đựoc dùng bao giờ nên muốn hỏi bạn chút. nó có camera không, mình muốn đeo nó ở chân để soi nên trên quá. có chức năng ra lệnh bằng giọng nói không, có thì nó có hơn điện thoại không, mình không thích đứng giữa đường nói lảm nhảm. mà cái màn hình bé vậy chắc mình bấm không nổi. nó có thể kết nối đến máy chiếu và máy in qua mạng không dây không, theo như bạn nói phải cắm đt vô máy chiều rồi dùng cái đồng hồ như kiểu điều khiển từ xa. nếu vậy mình kết nối đt với máy chiếu qua mạng wf rồi cầm đt dùng luôn tiện hơn. nó có tính năng gì nhận biét mình đang nhìn vô nó không, hay là lúc nào nó cũng sáng or là muốn nhìn phải ấn hay lắc. đêm đeo mà nó sáng có vẻ dị nhỉ, giống mấy cái đồng hồ phát quang quá. đựoc cái là không sợ bị nguời khác đung vô. lúc nhận tin nhắn hay e mail mình có thể soạn tin trả lời không, hay lại phải rút đt ra trả lời. à nó có sạc không dây không, và dùng nó có nóng không. nếu nóng mình sẽ mua nó dùng vào mùa đông. có lẽ có lợi cho sức khỏe. còn nữa khi nên máy bay có cần tắt đồng hồ không bạn. nhu cầu mình có thế thôi. mình không biết mấy cái chức năng thanh toán đó thế nào vì không có để dùng. bên mmỹ sống tiện thật. nhưng mình không cần vì lúc nào cũng phải mang theo ví để đựng giấy tờ, chỗ mình không mang thẻ với hộ chiếu mà bị cảnh sát hỏi là có vấn đề. hơn nữa đt cũng có chức năng đó.",eo o my ma van thuong xuyen phai danh 6 gio bay di bay lai de hop a ve viet nam song di ban voi trinh do cua ban chac chan cha can ra khoi nha nhu ong sep cu cua minh co thay den cong ty bao gio quen chua duoc dung bao gio nen muon hoi ban chut no co camera khong minh muon deo no o chan de soi nen tren qua co chuc nang ra lenh bang giong noi khong co thi no co hon dien thoai khong minh khong thich dung giua duong noi lam nham ma cai man hinh be vay chac minh bam khong noi no co the ket noi den may chieu va may in qua mang khong day khong theo nhu ban noi phai cam dien thoai vo may chieu roi dung cai dong ho nhu kieu dieu khien tu xa neu vay minh ket noi dien thoai voi may chieu qua mang wf roi cam dien thoai dung luon tien hon no co tinh nang gi nhan biet minh dang nhin vo no khong hay la luc nao no cung sang or la muon nhin phai an hay lac dem deo ma no sang co ve di nhi giong may cai dong ho phat quang qua duoc cai la khong so bi nguoi khac dung vo luc nhan tin nhan hay em mail minh co the soan tin tra loi khong hay lai phai rut dien thoai ra tra loi a no co sac khong day khong va dung no co nong khong neu nong minh se mua no dung vao mua dong co le co loi cho suc khoe con nua khi nen may bay co can tat dong ho khong ban nhu cau minh co the thoi minh khong biet may cai chuc nang thanh toan do the nao vi khong co de dung ben mmy song tien that nhung minh khong can vi luc nao cung phai mang theo vi de dung giay to cho minh khong mang the voi ho chieu ma bi canh sat hoi la co van de hon nua dien thoai cung co chuc nang do
-1,"Mua đt khác lại phải nhét túi quần à? Nếu gắn sim dc trên đồng hhồ thì chỉ cần giơ tay ra xem ai gọi tới và bấm tai nghe blt là mghe luôn thôi. Thiét bị liên lạc cực lỳ di động bao gồm 1 smw+ tai blt kẹp áo. Còn smp, tablet vứt cốp xe, vứt trong cặp oke? Chứ còn đeo smw mà túi quần vẫn cồm cộm cái đt to vật và fai rut đt ra nghe hoặc đưa đh lên miệng alo thì vứt đh đi cho xong",mua dien thoai khac lai phai nhet tui quan a neu gan sim duoc tren dong hho thi chi can gio tay ra xem ai goi toi va bam tai nghe blt la mghe luon thoi thiet bi lien lac cuc ly di dong bao gom 1 smw   tai blt kep ao con smp tablet vut cop xe vut trong cap duoc chu con deo smw ma tui quan van com com cai dien thoai to vat va fai rut dien thoai ra nghe hoac dua dh len mieng alo thi vut dh di cho xong
-1,"rồi khi có người gọi tới sim đt gắn trên smp thì lúc đó nghe bằng niềm tin hả, sim trên sw là số khác nhé, còn nếu dùng dịch vụ chuyển cuộc gọi thì khi nghe cũng bị tính tiền như khi gọi nhé, chơi chuyển hướng một ngày nhận chục cuộc gọi thôi là tháy tiền ra đi vì đâu rồi, sao còn í định dùng sw có sim nữa không",roi khi co nguoi goi toi sim dien thoai gan tren smp thi luc do nghe bang niem tin ha sim tren sw la so khac nhe con neu dung dich vu chuyen cuoc goi thi khi nghe cung bi tinh tien nhu khi goi nhe choi chuyen huong mot ngay nhan chuc cuoc goi thoi la thay tien ra di vi dau roi sao con i dinh dung sw co sim nua khong
