Class,Data,text
-1,"Vừa đi bảo hành con này nút middle. Chuột logitech cao cấp hình như không tốt. Trước đây xài con M905 cũng bị lỗi double click ko sửa được. Cũng may, Thành Nhân đổi cho con mới. Giờ đến con này thì cũng bị lỗi. Cho do mình xui",vừa đi bảo hành con này nút middle chuột logitech cao cấp hình như không tốt trước đây xài con m905 cũng bị lỗi double click không sửa được cũng may thành nhân đổi cho con mới giờ đến con này thì cũng bị lỗi cho do mình xui
-1,chưa có cách khắc phục nhé mang đem đi bảo hành rồi mà vẫn bị chả hiểu sao logitech kêu xài bt ..... thôi về cắm cái cục kia vô xài luôn cho lành. đồ rẻ rẻ thì ok đụng vô đát tí thì bị tè le,chưa có cách khắc phục nhé mang đem đi bảo hành rồi mà vẫn bị chả hiểu sao logitech kêu xài bình thường thôi về cắm cái cục kia vô xài luôn cho lành đồ rẻ thì được đụng vô đát tí thì bị tè le
-1,"Sao mình dùng nó lag vãi linh hồn luôn, chán thật 1tr8 bluetooth mà giờ đang dùng usb reciver. Mình dùng mac pro 2015 13 ich, có cách nào khắc phục không chứ bỏ tiền ra mua còn này để dùng bluetooth mà giờ xót quá",sao mình dùng nó lag vãi linh hồn luôn chán thật 1 tr8 bluetooth mà giờ đang dùng usb reciver mình dùng mac pro 2015 13 ich có cách nào khắc phục không chứ bỏ tiền ra mua còn này để dùng bluetooth mà giờ xót quá
-1,"Khuyên các bác không nên mua chuột bluetooth, xài chán vãi, em cũng đang dùng con này nhưng không bao giờ dùng chức năng bluethooth cả, lag lắm, xài mấy con bluethooth kể cả magic mouse, chưa con nào ra hồn, đến giờ này em vẫn không hiểu nổi tại sao chuột bluetooth lại bèo vậy, vì về kỹ thuật mà nói, băng thông dư sức để làm chuyện đơn giản này, ngay cả nhạc nhẽo còn truyền ngon ơ cơ mà.",khuyên các bác không nên mua chuột bluetooth xài chán vãi em cũng đang dùng con này nhưng không bao giờ dùng chức năng bluethooth cả lag lắm xài mấy con bluethooth kể cả magic mouse chưa con nào ra hồn đến giờ này em vẫn không hiểu nổi tại sao chuột bluetooth lại bèo vậy vì về kỹ thuật mà nói băng thông dư sức để làm chuyện đơn giản này ngay cả nhạc nhẽo còn truyền ngon ơ cơ mà
-1,"Đã dùng thử em nó, cảm giác không được hoàn thiện lắm, nói chung là next luôn",đã dùng thử em nó cảm giác không được hoàn thiện lắm nói chung là next luôn
-1,"đúng rồi, như apple có làm ra đc cái gì đâu, con A9 apple còn chôm của hội nghiên cứu sinh đại học wicousin.",đúng rồi như apple có làm ra được cái gì đâu con a9 apple còn chôm của hội nghiên cứu sinh đại học wicousin
-1,Con này nó ko có cổng âm thanh muốn xuất ra chỉ có mỗi đường hdmi nhỉ . Cũng bất tiện ở khoản đó,con này nó không có cổng âm thanh muốn xuất ra chỉ có mỗi đường hdmi nhỉ cũng bất tiện ở khoản đó
-1,Kỷ niệm tuổi thơ tôi. Mỗi tội đắt quá éo có tiền mua.,kỷ niệm tuổi thơ tôi mỗi tội đắt quá éo có tiền mua
-1,Ko thể cài thêm game mới là ko ổn rồi.,không thể cài thêm game mới là không ổn rồi
-1,Ko có triển vọng doanh số bán rồi,không có triển vọng doanh số bán rồi
-1,"cho 1 cái cục 30 game với giá 60$ , không cài được game mới hoặc cắm băng cũ > hãng này tính troll fan của dòng này chắc :v . nếu đã sưu tầm thì họ mua cái máy đời cũ cho rồi ... dự là doanh số thảm hại cho xem",cho 1 cái cục 30 game với giá 60   không cài được game mới hoặc cắm băng cũ   hãng này tính troll fan của dòng này chắc   v nếu đã sưu tầm thì họ mua cái máy đời cũ cho rồi dự là doanh số thảm hại cho xem
-1,"Mới không ra mới , cũ không ra cũ , dở dở ương ương chẳng cảm nhận được gì từ sản phẩm này",mới không ra mới cũ không ra cũ dở ương chẳng cảm nhận được gì từ sản phẩm này
-1,"đã nói sưu tầm thì ng ta sưu tầm cái máy cổ lỗ sĩ kia chứ chả ai dở hơi đi mua máy này. mới chả ra mới, cũ chả ra cũ. tính ra thì thằng nintendo vụ này hút máu ng dùng còn gì.",đã nói sưu tầm thì người ta sưu tầm cái máy cổ lỗ sĩ kia chứ chả ai dở hơi đi mua máy này mới chả ra mới cũ chả ra cũ tính ra thì thằng nintendo vụ này hút máu người dùng còn gì
-1,"không cài thêm được game, không cắm được băng...thế thì mua làm gì nhỉ, trong khi máy cũ vẫn có ng bán . hàng tầu thì tràn lan. giả lập thì luôn sẵn sàng.",không cài thêm được game không cắm được băng thế thì mua làm gì nhỉ trong khi máy cũ vẫn có người bán hàng tầu thì tràn lan giả lập thì luôn sẵn sàng
-1,Quá đắt cho 1 cuộc tình. Cái màn hình chỉ đáng 200$. Nếu bỏ thêm tới 300$ thì tôi kì vọng phải có pin đủ xài 5 tiếng.,quá đắt cho 1 cuộc tình cái màn hình chỉ đáng 200   nếu bỏ thêm tới 300   thì tôi kì vọng phải có pin đủ xài 5 tiếng
-1,"Bản chất 2 vấn đề này là khác nhau. Apple thiết kế sản phẩm để ai cũng dùng được, còn Microsoft thiết kế sản phẩm để không ai thèm dùng.",bản chất 2 vấn đề này là khác nhau apple thiết kế sản phẩm để ai cũng dùng được còn microsoft thiết kế sản phẩm để không ai thèm dùng
-1,"Xbox thì thích mỗi cái gamepad của nó, còn lại vứt =)) Everything I do, I do on my PC",xbox thì thích mỗi cái gamepad của nó còn lại vứt vui everything i do i do on my pc
-1,"Thanks bạn vì bài chia sẻ hay, tiếc là 90% số đó ko ứng dụng ở cái vùng trũng công nghệ của TG. Mình là người đã có lần hỏi bạn về cách ứng dụng aw trong cuộc sống để xem có nên mua hay ko. Câu trả lời đến giờ vẫn là Không. Chờ đợi sự đồng bộ hạ tầng (bank, thanh toán trực tuyến...) hoặc chờ đợi những chức năng hợp lý cho ng Việt (camera, sim rời, pin lâu...). Tks anyway",thanks bạn vì bài chia sẻ hay tiếc là 90   số đó không ứng dụng ở cái vùng trũng công nghệ của tg mình là người đã có lần hỏi bạn về cách ứng dụng aw trong cuộc sống để xem có nên mua hay không câu trả lời đến giờ vẫn là không chờ đợi sự đồng bộ hạ tầng bank thanh toán trực tuyến hoặc chờ đợi những chức năng hợp lý cho người việt camera sim rời pin lâu thanks anyway
-1,toàn ba cái ứng dung mang từ đt sang thì mua thêm cái này làm khỉ gì,toàn ba cái ứng dung mang từ điện thoại sang thì mua thêm cái này làm khỉ gì
-1,"vẫn không hiểu nhiều người cứ thích sw phải có sim rời để làm gì, đưa đồng hồ lên miệng là đã thấy dị rồi, chẳng thà mua cái đt cùi bắp 2 sim 2 sóng kiêm tai nghe bluetooth luôn có phải ngon không",vẫn không hiểu nhiều người cứ thích sw phải có sim rời để làm gì đưa đồng hồ lên miệng là đã thấy dị rồi chẳng thà mua cái điện thoại cùi bắp 2 sim 2 sóng kiêm tai nghe bluetooth luôn có phải ngon không
-1,"Bỏ ra 8-10tr để mua một sản phẩm có thể hữu ích hoặc không hữu ích. Dày gấp 3 lần, pin kém 2000 lần, giá gấp 2 lần đồng hồ bình thường.",bỏ ra 8   10 tr để mua một sản phẩm có thể hữu ích hoặc không hữu ích dày gấp 3 lần pin kém 20 lần giá gấp 2 lần đồng hồ bình thường
-1,"Thật tiếc là đa số những ứng dụng trên đều không sử dụng được hoặc chưa thật sự hiểu quả tại Việt Nam cơ bản thì mình cũng có cùng quan điểm với bác chủ topic về khái niệm sử dụng smartwatch vào thời điểm hiện tại.Trung bình 300-400$ là 1 khoản tiền k nhỏ,kiếm 300-400$ tại Việt Nam cũng k phải đơn giản nhưng việc 1 người bỏ ra 300-400$ để thoả mãn đam mê của mình thì ngay cả ở Việt Nam cũng đâu phải cái j đó quá khủng khiếp.Mình thấy lạ là có rất nhiều người vào comment cái kiểu ""chả để làm j"", ""nâng bi"", ""phí tiền"",...Mình k nói bạn có tiền để mua hay k,nhưng đơn giản là bạn vào đọc,k thk bạn có thể đi ra và tìm 1 topic khác đúng sở thk của bạn.Bạn k cần phải thở ra những câu chả liên quan kiểu như vậy để người khác k mua giống mình cho đỡ cảm thấy lạc lõng vs xu hướng của thế giới",thật tiếc là đa số những ứng dụng trên đều không sử dụng được hoặc chưa thật sự hiểu quả tại việt nam cơ bản thì mình cũng có cùng quan điểm với bác chủ topic về khái niệm sử dụng smartwatch vào thời điểm hiện tại trung bình 300   400   là 1 khoản tiền không nhỏ kiếm 300   400   tại việt nam cũng không phải đơn giản nhưng việc 1 người bỏ ra 300   400   để thỏa mãn đam mê của mình thì ngay cả ở việt nam cũng đâu phải cái gì đó quá khủng khiếp mình thấy lạ là có rất nhiều người vào comment cái kiểu chả để làm gì  nâng bi  phí tiền mình không nói bạn có tiền để mua hay không nhưng đơn giản là bạn vào đọc không thích bạn có thể đi ra và tìm 1 topic khác đúng sở thích của bạn bạn không cần phải thở ra những câu chả liên quan kiểu như vậy để người khác không mua giống mình cho đỡ cảm thấy lạc lõng với xu hướng của thế giới
-1,"bạn này nói là quên tiền mặt vs thẻ thì có apple pay trên AW để dùng, nói thật là có cái này iPhone nó cũng có, mà nhiều khi quên đeo đồng hồ hơn là quên mang ví hay là điện thoại, nhất là đối vs 1 cái đồng hồ phải sạc mỗi ngày như cái này, nói chung mình thấy cũng ko thiết thực lắm, nếu dư giả thì có thể mua để trải nghiệm, chứ còn bảo để dùng như 1 phần mở rộng thì cũng đúng cũng ko, ko vì nó chưa tương xứng vs cái giá của nó, vì bỏ ra số tiền bằng hoặc hơn 1 cái iPhone chỉ để mở rộng 1 số tính năng là chưa thuyết phục. Cá nhân mình cũng dùng dc 2 tuần nhưng thật sự đôi lúc mình thấy lấy đt ra nó vẫn tiện lợi hơn rất nhiều, ko bay nhiều như chủ thớt để xài cái boarding pass trên AW, cũng tạm thời chưa xài dc Apple Pay vì Canada chưa hỗ trợ, Uber khi nào nhậu say lắm quên hết đường về mới gọi chứ cũng ko thường xuyên, tập thể dục thì ít mà cũng chả theo dõi mấy cái thông tin đấy nhiều. Mình tự nhận là heavy user nên thấy pin cũng hơi chán. Cái thường xuyên nhất mình dùng chắc là Starbucks Card",bạn này nói là quên tiền mặt với thẻ thì có apple pay trên aw để dùng nói thật là có cái này iphone nó cũng có mà nhiều khi quên đeo đồng hồ hơn là quên mang ví hay là điện thoại nhất là đối với 1 cái đồng hồ phải sạc mỗi ngày như cái này nói chung mình thấy cũng không thiết thực lắm nếu dư giả thì có thể mua để trải nghiệm chứ còn bảo để dùng như 1 phần mở rộng thì cũng đúng cũng không không vì nó chưa tương xứng với cái giá của nó vì bỏ ra số tiền bằng hoặc hơn 1 cái iphone chỉ để mở rộng 1 số tính năng là chưa thuyết phục cá nhân mình cũng dùng được 2 tuần nhưng thật sự đôi lúc mình thấy lấy điện thoại ra nó vẫn tiện lợi hơn rất nhiều không bay nhiều như chủ thớt để xài cái boarding pass trên aw cũng tạm thời chưa xài được apple pay vì canada chưa hỗ trợ uber khi nào nhậu say lắm quên hết đường về mới gọi chứ cũng không thường xuyên tập thể dục thì ít mà cũng chả theo dõi mấy cái thông tin đấy nhiều mình tự nhận là heavy user nên thấy pin cũng hơi chán cái thường xuyên nhất mình dùng chắc là starbucks card
-1,"trừ scan thanh toán ra thì những cái còn lại như vô dụng, dùng smp dễ chịu hơn, tự dưng mang thêm cục tức trên người",trừ scan thanh toán ra thì những cái còn lại như vô dụng dùng smp dễ chịu hơn tự dưng mang thêm cục tức trên người
-1,"vụ này hơi chém gió. Pin của Apple watch chỉ được 1 ngày, thưởng là phải charge qua đêm thì sao ngủ dậy có đồng hồ trên tay được. Hoặc là chấp nhận ban ngày không xài để đeo ban đêm khi ngủ",vụ này hơi chém gió pin của apple watch chỉ được 1 ngày thưởng là phải charge qua đêm thì sao ngủ dậy có đồng hồ trên tay được hoặc là chấp nhận ban ngày không xài để đeo ban đêm khi ngủ
-1,"100% là cái này éo được ưa chuộng ở vn từ tính năng cho đến...mọi thứ. Tính năng thì chúng ta đã rõ, nó cũng như nhiều sw khác chỉ hỗ trợ tốt ở Mỹ vs một số nước tư bản giẫy chết khác. Về việc dùng, giang hồ dồn tiền mua cái 6 Plus, phần lớn đến đám đông để khoe. Dùng cái này thì khoe cái 6 plus, 6 s plus thế quái nào được? Không lẻ vừa nhìn đồng hồ vừa móc điện thoại nhìn???",100   là cái này éo được ưa chuộng ở việt nam từ tính năng cho đến mọi thứ tính năng thì chúng ta đã rõ nó cũng như nhiều sw khác chỉ hỗ trợ tốt ở mỹ với một số nước tư bản giẫy chết khác về việc dùng giang hồ dồn tiền mua cái 6 plus phần lớn đến đám đông để khoe dùng cái này thì khoe cái 6 plus 6 s plus thế quái nào được không lẻ vừa nhìn đồng hồ vừa móc điện thoại nhìn
-1,"giá tiền cao , tiện ích không quá nổi trội , Pin còn yếu . =>không đáng đồng tiền bát gạo . chờ nâng cấp thêm rồi tính tiếp .",giá tiền cao tiện ích không quá nổi trội pin còn yếu   không đáng đồng tiền bát gạo chờ nâng cấp thêm rồi tính tiếp
-1,"Thấy cái ứng dụng vào việc đọc báo của bạn này hơi bị gượng gạo và hài hước. Với cái màn hình bé tí của aw thì việc đọc bài báo 100 từ cũng đã mệt mỏi rồi. Đưa cái việc đọc báo ra là để cố gắng nói cái lợi ích của nó chứ thực tế mình mở đt đọc cho sướng mắt chứ đọc trên cái aw làm gì? Bản đồ cũng thế. Rất khó khăn để nhìn đc và nhìn các vùng. Phải thao tác trên phone trước rồi chuyển sang nhìn đồng hồ. Khá rắc rối, đc cái ko phải cầm phone coi thôi. Nói chung là bài viết không phù hợp ở Vietnam. Có khi tiếng anh của bạn này chưa đủ để chém trên trang nước ngoài nên viết tiếng việt ở đây nên dịch và chuyển qua bên Mẽo để đúng với mục đích",thấy cái ứng dụng vào việc đọc báo của bạn này hơi bị gượng gạo và hài hước với cái màn hình bé tí của aw thì việc đọc bài báo 100 từ cũng đã mệt mỏi rồi đưa cái việc đọc báo ra là để cố gắng nói cái lợi ích của nó chứ thực tế mình mở điện thoại đọc cho sướng mắt chứ đọc trên cái aw làm gì bản đồ cũng thế rất khó khăn để nhìn được và nhìn các vùng phải thao tác trên phone trước rồi chuyển sang nhìn đồng hồ khá rắc rối được cái không phải cầm phone coi thôi nói chung là bài viết không phù hợp ở vietnam có khi tiếng anh của bạn này chưa đủ để chém trên trang nước ngoài nên viết tiếng việt ở đây nên dịch và chuyển qua bên mẽo để đúng với mục đích
-1,"uầy bác này nói trúng những suy nghĩ của em từ lúc cái AW nó xuất hiện =)) Thích nhất cái số 2 mà bác nói.. Chuẩn ko thể chỉnh. Đi tập gym ghét cứ phải nhét cái ip6+ trong túi. Để ở ngoài (kế bên) lúc tập thì sợ tập xong đứng lên lại quên cầm. Để trong locker thì lại sợ missed calls với dropped emails...... cái thứ 3 về vụ đồng bộ thì rõ ràng Bluetooth là cái thứ sóng yếu , lỗi đồng bộ và dễ bị cản sóng. mà càng cản thì càng hao pin để quét và giữ kết nối......",uầy bác này nói trúng những suy nghĩ của em từ lúc cái aw nó xuất hiện vui thích nhất cái số 2 mà bác nói chuẩn không thể chỉnh đi tập gym ghét cứ phải nhét cái ip6   trong túi để ở ngoài kế bên lúc tập thì sợ tập xong đứng lên lại quên cầm để trong locker thì lại sợ missed calls với dropped emails cái thứ 3 về vụ đồng bộ thì rõ ràng bluetooth là cái thứ sóng yếu lỗi đồng bộ và dễ bị cản sóng mà càng cản thì càng hao pin để quét và giữ kết nối
-1,Về Vn thì đúng nghĩa là 1 cái đồng hồ thật,về việt nam thì đúng nghĩa là 1 cái đồng hồ thật
-1,"Uh. Nếu coi tít báo rồi thấy cái nào hay thì mở ip ra coi. Nhưng nói chung mình cảm thấy sau 1 tg dùng thì sẽ chẳng coi tin trên aw đâu, mà chủ yếu nhận noti sms, email, time là chính. Ngay cả cái thời tiết hay nhịp tim cũng chẳng quan tâm mấy đâu. Sau này thời lượng pin với cả màn hình aw to lên nữa thì mới nhiều ứng dụng đc. Hiện tại mình thấy ko cần co dù mình sống ở úc. .",ừ nếu coi tít báo rồi thấy cái nào hay thì mở iphone ra coi nhưng nói chung mình cảm thấy sau 1 tg dùng thì sẽ chẳng coi tin trên aw đâu mà chủ yếu nhận noti sms email time là chính ngay cả cái thời tiết hay nhịp tim cũng chẳng quan tâm mấy đâu sau này thời lượng pin với cả màn hình aw to lên nữa thì mới nhiều ứng dụng được hiện tại mình thấy không cần co dù mình sống ở úc
-1,"em dùng 1 tuần ở Mỹ mà thấy chán cái Aw luôn. ngoài chức năng đo nhịp tim đếm calo vs số bước chạy thì 90% là a có thể dùng trên đt với màn hình to hơn và thông tin chi tiết hơn. Aw chỉ có ích với 1 phần nhỏ những người có đặc thù công việc như anh Đắc chứ ko thể phổ cập như 1 chiếc đt được. Thế nên e thấy tương lai nó cũng cjir như smart watch của các hãng khác, giới thiệu hoành tráng rồi chìm dần thôi.",em dùng 1 tuần ở mỹ mà thấy chán cái aw luôn ngoài chức năng đo nhịp tim đếm calo với số bước chạy thì 90   là anh có thể dùng trên điện thoại với màn hình to hơn và thông tin chi tiết hơn aw chỉ có ích với 1 phần nhỏ những người có đặc thù công việc như anh đắc chứ không thể phổ cập như 1 chiếc điện thoại được thế nên em thấy tương lai nó cũng cjir như smart watch của các hãng khác giới thiệu hoành tráng rồi chìm dần thôi
-1,"Chủ yếu các chức năng hoa lá cành, show hàng là chính. Nhất là những app như trình diễn PPT bằng cái đồng hồ bé tí, pin yếu. Nhiều chức năng khác thì dùng luôn trên iphone hay ipad cho hiệu quả cao hơn, lại đỡ phải đeo thêm 1 thiết bị điện tử luôn blutooth phải bật.",chủ yếu các chức năng hoa lá cành show hàng là chính nhất là những app như trình diễn ppt bằng cái đồng hồ bé tí pin yếu nhiều chức năng khác thì dùng luôn trên iphone hay ipad cho hiệu quả cao hơn lại đỡ phải đeo thêm 1 thiết bị điện tử luôn blutooth phải bật
-1,Không thấy thuyết phục để mua AW,không thấy thuyết phục để mua aw
-1,"èo, ở mỹ mà vẫn thường xuyên phai dành 6h bay đi bay lại để họp à. về Việt Nam sống đi bạn. với trình độ của bạn chắc chắn chả cần ra khỏi nhà, như ông sếp cũ của mình có thấy đến cty bao giờ. quên, chưa đựoc dùng bao giờ nên muốn hỏi bạn chút. nó có camera không, mình muốn đeo nó ở chân để soi nên trên quá. có chức năng ra lệnh bằng giọng nói không, có thì nó có hơn điện thoại không, mình không thích đứng giữa đường nói lảm nhảm. mà cái màn hình bé vậy chắc mình bấm không nổi. nó có thể kết nối đến máy chiếu và máy in qua mạng không dây không, theo như bạn nói phải cắm đt vô máy chiều rồi dùng cái đồng hồ như kiểu điều khiển từ xa. nếu vậy mình kết nối đt với máy chiếu qua mạng wf rồi cầm đt dùng luôn tiện hơn. nó có tính năng gì nhận biét mình đang nhìn vô nó không, hay là lúc nào nó cũng sáng or là muốn nhìn phải ấn hay lắc. đêm đeo mà nó sáng có vẻ dị nhỉ, giống mấy cái đồng hồ phát quang quá. đựoc cái là không sợ bị nguời khác đung vô. lúc nhận tin nhắn hay e mail mình có thể soạn tin trả lời không, hay lại phải rút đt ra trả lời. à nó có sạc không dây không, và dùng nó có nóng không. nếu nóng mình sẽ mua nó dùng vào mùa đông. có lẽ có lợi cho sức khỏe. còn nữa khi nên máy bay có cần tắt đồng hồ không bạn. nhu cầu mình có thế thôi. mình không biết mấy cái chức năng thanh toán đó thế nào vì không có để dùng. bên mmỹ sống tiện thật. nhưng mình không cần vì lúc nào cũng phải mang theo ví để đựng giấy tờ, chỗ mình không mang thẻ với hộ chiếu mà bị cảnh sát hỏi là có vấn đề. hơn nữa đt cũng có chức năng đó.",èo ở mỹ mà vẫn thường xuyên phai dành 6 giờ bay đi bay lại để họp à về việt nam sống đi bạn với trình độ của bạn chắc chắn chả cần ra khỏi nhà như ông sếp cũ của mình có thấy đến công ty bao giờ quên chưa đựoc dùng bao giờ nên muốn hỏi bạn chút nó có camera không mình muốn đeo nó ở chân để soi nên trên quá có chức năng ra lệnh bằng giọng nói không có thì nó có hơn điện thoại không mình không thích đứng giữa đường nói lảm nhảm mà cái màn hình bé vậy chắc mình bấm không nổi nó có thể kết nối đến máy chiếu và máy in qua mạng không dây không theo như bạn nói phải cắm điện thoại vô máy chiều rồi dùng cái đồng hồ như kiểu điều khiển từ xa nếu vậy mình kết nối điện thoại với máy chiếu qua mạng wf rồi cầm điện thoại dùng luôn tiện hơn nó có tính năng gì nhận biét mình đang nhìn vô nó không hay là lúc nào nó cũng sáng or là muốn nhìn phải ấn hay lắc đêm đeo mà nó sáng có vẻ dị nhỉ giống mấy cái đồng hồ phát quang quá đựoc cái là không sợ bị người khác đung vô lúc nhận tin nhắn hay em mail mình có thể soạn tin trả lời không hay lại phải rút điện thoại ra trả lời à nó có sạc không dây không và dùng nó có nóng không nếu nóng mình sẽ mua nó dùng vào mùa đông có lẽ có lợi cho sức khỏe còn nữa khi nên máy bay có cần tắt đồng hồ không bạn nhu cầu mình có thế thôi mình không biết mấy cái chức năng thanh toán đó thế nào vì không có để dùng bên mmỹ sống tiện thật nhưng mình không cần vì lúc nào cũng phải mang theo ví để đựng giấy tờ chỗ mình không mang thẻ với hộ chiếu mà bị cảnh sát hỏi là có vấn đề hơn nữa điện thoại cũng có chức năng đó
